model,cluster,user_id,answer_similarity_delta,mae_35_delta,trait_similarity_delta,facet_similarity_delta
gigchat3,cluster_0,529,0.08750000000000002,0.6181646429660681,-0.01160188001928708,-0.00527827416472304
gigchat3,cluster_0,540,-0.02499999999999991,5.037498395733888,-0.021794091904796975,-0.05513846596609606
gigchat3,cluster_0,542,0.10625000000000007,3.5954728565132186,-0.014015356231144027,-0.039611290620796935
gigchat3,cluster_0,547,0.052083333333334036,-3.2252280440795182,-0.0677124872325261,0.04891307505301501
gigchat3,cluster_0,570,0.05208333333333304,3.4348171901040914,-0.002726824127106009,-0.039618396530030076
gigchat3,cluster_0,579,0.008333333333334081,-1.4446049152038682,0.042082271302346985,0.009840012126987041
gigchat3,cluster_0,584,-0.04791666666666605,0.37733113573358423,0.00747702780633297,-0.005648367884613981
gigchat3,cluster_0,592,0.07291666666666707,3.537750747832739,-0.04149259116040904,-0.034358326864647015
gigchat3,cluster_0,594,0.058333333333333015,-1.1364108532826478,0.024368404566484925,0.009196725860549981
gigchat3,cluster_0,610,0.04791666666666694,-1.8873607582621652,0.026154656360383943,0.01766009945299507
gigchat3,cluster_0,615,0.012500000000000067,-1.5829121355787485,0.05027111654546901,0.010088788824173966
gigchat3,cluster_0,616,0.027083333333333015,0.7510638183309517,-0.022264814428044066,-0.00505160880918698
gigchat3,cluster_0,628,0.12916666666666698,-2.8133071601614574,0.05702801090319298,0.023317248384685074
gigchat3,cluster_0,635,0.05416666666666592,1.3679782104202687,0.038066353843846046,-0.02230413809554399
gigchat3,cluster_0,640,-0.018750000000000044,-1.810021622787417,0.05578650800078211,0.01181916759905599
gigchat3,cluster_0,641,0.058333333333334014,-0.23911050308830895,0.014088116802997042,0.0004416030688649819
gigchat3,cluster_0,649,0.03749999999999998,6.032839171238262,-0.06718545206062898,-0.059185548321007975
gigchat3,cluster_0,657,0.07916666666666705,-1.1935427608665385,0.10061063205940302,-0.0028437731331240057
gigchat3,cluster_0,664,0.09375,2.0097829064293897,-0.11717096847188502,-0.003918972496362083
gigchat3,cluster_0,686,0.0,0.5330725188515579,-0.0020959883197619877,-0.005869847999974032
gigchat3,cluster_0,714,0.025000000000000022,1.7423646093186598,-0.04350376157257008,-0.013076960179954966
gigchat3,cluster_0,718,0.03125,-2.0607096871579706,0.10561824394262198,0.006438572359738992
gigchat3,cluster_0,720,0.10416666666666707,6.3338646395686276,-0.04117098347269399,-0.067033256882852
gigchat3,cluster_0,731,0.035416666666666985,2.3894388743399197,-0.06773514965993399,-0.016587595257309906
gigchat3,cluster_0,744,0.050000000000000044,5.192962202126669,0.007779528446432038,-0.06188114709921699
gigchat3,cluster_0,752,0.06458333333333299,-2.1434555227187424,-0.026990328107454054,0.029505369116294977
gigchat3,cluster_0,754,0.07916666666666705,5.425233429703226,-0.060160354088832024,-0.05326766433173202
gigchat3,cluster_0,759,0.125,-6.632289753659215,0.106701344462522,0.05959315638227014
gigchat3,cluster_0,765,-0.007688053097345993,,,
gigchat3,cluster_0,777,0.03749999999999998,10.138413268887945,-0.09066310278742296,-0.10317097100578909
gigchat3,cluster_0,787,,,,
gigchat3,cluster_0,796,0.0,0.0,0.0,0.0
gigchat3,cluster_0,804,0.0625,1.364295062241478,0.012570670872562029,-0.01801188753824401
gigchat3,cluster_0,805,0.09166666666666701,2.8689179545248926,-0.06075625701193199,-0.023344666634135036
gigchat3,cluster_0,817,0.03958333333333408,3.8271375848310605,-0.05435355863251301,-0.03559101205094406
gigchat3,cluster_0,824,0.006249999999999978,-0.705209323940764,-0.022693079959324014,0.012009622105862983
gigchat3,cluster_0,828,,,,
gigchat3,cluster_0,839,0.03333333333333299,4.125088087156801,-0.0036030883222710752,-0.04752551296311702
gigchat3,cluster_0,865,0.10208333333333308,8.112370437928426,-0.03962115181179404,-0.08804079647386609
gigchat3,cluster_0,867,0.058333333333333015,3.736395671324722,0.036833922613555004,-0.04973026993438101
gigchat3,cluster_1,458,-0.058333333333333015,0.2728673716434571,0.027691929298471973,-0.007798774218918947
gigchat3,cluster_1,484,0.01666666666666705,-1.0090468406959694,-0.01724879680805802,0.014647012609461996
gigchat3,cluster_1,522,0.004166666666665986,0.7849830114699721,0.031301026430167966,-0.014374972872178038
gigchat3,cluster_1,527,0.07083333333333397,-1.204064247368727,0.011028816410220021,0.012209280150931923
gigchat3,cluster_1,528,-0.012499999999999956,0.02977981217276593,0.032827901563386,-0.005818748069246982
gigchat3,cluster_1,533,,,,
gigchat3,cluster_1,535,0.035416666666666985,2.7026296723459815,0.11000056596643504,-0.04986410717177503
gigchat3,cluster_1,552,,,,
gigchat3,cluster_1,557,0.06875000000000009,2.624054276609062,-0.03787168596051704,-0.024302018900351996
gigchat3,cluster_1,558,0.004166666666666985,-1.299949658896157,0.014761272729335029,0.012705867232231993
gigchat3,cluster_1,559,-0.012499999999999956,-3.456733670157888,0.06891145298211898,0.028843317321489037
gigchat3,cluster_1,562,-0.004166666666666985,-0.24650545572996663,-0.007348663459447957,0.004100674226757084
gigchat3,cluster_1,563,0.012500000000000067,3.447988994825476,-0.035250034799131025,-0.03435153247310896
gigchat3,cluster_1,565,0.05208333333333304,2.3559512833629412,0.00334295686699293,-0.028043257783732956
gigchat3,cluster_1,576,0.029166666666667007,-2.9152897892447847,0.027204586688021948,0.029477616426519027
gigchat3,cluster_1,580,0.07291666666666696,4.692234076928155,-0.023462814092959028,-0.05083226188200196
gigchat3,cluster_1,588,0.04583333333333306,-0.18475866238772198,0.0318866556885421,-0.00315892488690106
gigchat3,cluster_1,591,0.06041666666666601,3.2820757349616265,-0.028270158093953057,-0.03357919055889402
gigchat3,cluster_1,595,0.043749999999999956,2.352192206043714,0.047248557032922966,-0.03531700190933096
gigchat3,cluster_1,600,-0.010416666666666963,0.09855777320271386,0.019765656418430977,-0.004444116757103989
gigchat3,cluster_1,621,0.01666666666666694,2.490664652708684,-0.02012307543450298,-0.025703908375851015
gigchat3,cluster_1,623,,,,
gigchat3,cluster_1,625,0.08333333333333293,6.688815680985282,-0.10377678753525099,-0.06074005168895302
gigchat3,cluster_1,627,-0.00833333333333397,1.0788290358080381,0.0010235169474360761,-0.012756924909000045
gigchat3,cluster_1,634,-0.002083333333332993,-3.1040027768352836,0.07978468726587495,0.0229159178520989
gigchat3,cluster_1,637,0.010416666666667074,-1.4920853899759052,0.015426921722018094,0.014836509262716069
gigchat3,cluster_1,648,,,,
gigchat3,cluster_1,654,0.0,-0.9578148363914281,0.010970889149466978,0.00934602489965497
gigchat3,cluster_1,665,-0.01666666666666705,-0.3442169932822772,0.03529477006042803,-0.0018665967551110274
gigchat3,cluster_1,670,0.01458333333333306,1.8635478597955561,-0.04193396930668902,-0.01475239681316698
gigchat3,cluster_1,672,0.014583333333333948,-0.015098532346872418,0.00523883244795198,-0.0006969891972778974
gigchat3,cluster_1,681,-0.03958333333333308,0.8308575057733449,0.06129594425189899,-0.01990932827600611
gigchat3,cluster_1,687,-0.04166666666666696,-0.01602771883703369,0.05144877028600603,-0.008387804994568926
gigchat3,cluster_1,691,-0.018750000000000044,0.6382187408066091,0.06414678442673205,-0.018137016047198973
gigchat3,cluster_1,713,-0.010416666666666963,-0.49711904709633714,0.005910233286764988,0.004814683334997016
gigchat3,cluster_1,715,0.050000000000000044,3.4135759837597597,0.003209679997223991,-0.04035999981006799
gigchat3,cluster_1,723,-0.006249999999999978,-3.2799256435268855,0.02767104332178505,0.03365395862085008
gigchat3,cluster_1,734,0.03750000000000009,-2.4208829063515545,0.06445319159511798,0.01750143530824899
gigchat3,cluster_1,741,-0.004166666666666985,-1.9964072944101439,-0.0005278874604889294,0.02337939967820002
gigchat3,cluster_1,742,,,,
gigchat3,cluster_2,364,0.02291666666666603,-3.4151616726557776,-0.062783170850782,0.05030741465611499
gigchat3,cluster_2,371,0.0,0.4841358103554647,-0.0005349108740709818,-0.005559099308467985
gigchat3,cluster_2,372,0.004166666666666097,-1.595208627648013,-0.021107041910990998,0.02212860764105795
gigchat3,cluster_2,379,0.00833333333333297,-5.333029132784656,0.10063906747514995,0.045445495303296
gigchat3,cluster_2,380,-0.029166666666667007,-2.899527692511551,0.04909679683441093,0.02564502360690002
gigchat3,cluster_2,381,-0.029166666666667007,2.3307678378057233,-0.033984057291365,-0.021528281892505996
gigchat3,cluster_2,394,0.002083333333333881,2.155432117509566,0.008437587806110924,-0.026552972671962993
gigchat3,cluster_2,398,-0.025000000000000022,-6.568463892335739,0.14897862785350402,0.05180230743500003
gigchat3,cluster_2,401,-0.012499999999999956,0.761000729948254,-0.025646401974276034,-0.004603941520350929
gigchat3,cluster_2,408,0.012499999999999956,-2.7130684528187743,-0.013195768419203002,0.03385176001941903
gigchat3,cluster_2,410,0.07500000000000007,-0.843184248930875,-0.05953488291266207,0.01975963005630399
gigchat3,cluster_2,416,0.0,0.2084466677954353,-0.009816193411839036,-0.0007958455556400512
gigchat3,cluster_2,418,0.00833333333333297,0.49231716767640066,0.01872212281880592,-0.008864054092691975
gigchat3,cluster_2,424,0.035416666666665986,3.2047165164639964,-0.055725300551866086,-0.028100809266769056
gigchat3,cluster_2,434,-0.004166666666666985,-0.007973796525480026,-0.009427684454465068,0.0016643083685420335
gigchat3,cluster_2,444,-0.002083333333332993,0.5595406090024397,-0.027556523811213984,-0.0019352198031590273
gigchat3,cluster_2,446,0.01666666666666705,-1.3789786143454954,-0.0071132044790799265,0.017273617913876937
gigchat3,cluster_2,448,-0.014583333333333948,0.15541149643173569,0.030012113592821077,-0.006815153057173062
gigchat3,cluster_2,449,0.0,-1.2571786929709816,0.018668152694643947,0.011555725968886987
gigchat3,cluster_2,452,-0.012500000000000067,0.6967847143019306,-0.010723897299861007,-0.006341838783544995
gigchat3,cluster_2,453,-0.004166666666666985,-1.7733846698146714,-0.040312113971162966,0.02740817347636504
gigchat3,cluster_2,463,0.004166666666665986,-0.5638764966409191,0.06008490457485205,-0.0034355916349979587
gigchat3,cluster_2,465,0.0,-0.9664877453976715,-0.015248395221623023,0.013817089566577012
gigchat3,cluster_2,469,-0.00833333333333397,1.5496190959144442,-0.02091135505411701,-0.014593663609982044
gigchat3,cluster_2,472,-0.014583333333334059,4.589320977058744,-0.08125718359172096,-0.039999214133731975
gigchat3,cluster_2,481,-0.025000000000000022,-1.0188986064091416,0.06952015299431602,0.000300458242388002
gigchat3,cluster_2,487,0.041666666666666075,1.7750671526369466,-0.06322122986892098,-0.010172245135943947
gigchat3,cluster_2,497,-0.029166666666667007,4.457134607434664,-0.10537783401071898,-0.03443693141828508
gigchat3,cluster_2,502,-0.006249999999999978,1.9689600618923606,-0.020046953866264983,-0.019630041744367
gigchat3,cluster_2,507,-0.010416666666665964,0.6237110404838475,-0.01317388897163907,-0.005080980643704991
gigchat3,cluster_2,509,-0.010416666666665964,-0.29516507059071273,0.047815414777297005,-0.004525643305992033
gigchat3,cluster_2,513,0.00833333333333397,5.968413981027737,-0.090187327734505,-0.054600275156239
gigchat3,cluster_2,518,0.012500000000000067,0.47461148499811756,0.01105295075351398,-0.007379292450563901
gigchat3,cluster_2,523,-0.002083333333332993,0.07059912625481246,-0.031714437682319074,0.004462083140747031
gigchat3,cluster_2,526,0.0,-1.5373162094459687,0.023079861783605993,0.014088712146267945
gigchat3,cluster_2,537,-0.04791666666666705,4.235886967666634,-0.042116560194115915,-0.04239925459042493
gigchat3,cluster_2,538,0.004166666666666985,3.0864687977037946,-0.07079862688168692,-0.024209031492930078
gigchat3,cluster_2,545,-0.03125,3.94480089222872,-0.005213400241663946,-0.045153777035723985
gigchat3,cluster_2,546,,,,
gigchat3,cluster_2,548,-0.020833333333333037,3.5683725759529565,-0.04252854405120998,-0.03454292271091597
gigchat3,cluster_3,346,-0.03749999999999998,0.8091817325797592,-0.017307133878323944,-0.006555931233710011
gigchat3,cluster_3,347,-0.03749999999999998,-6.233651967666869,0.14127413931853494,0.04918024973635804
gigchat3,cluster_3,359,0.02499999999999991,8.119432083214932,-0.09639322640015902,-0.07866116990414806
gigchat3,cluster_3,360,0.1625000000000001,-1.3732113392989156,-0.10789617162834697,0.03400349422987903
gigchat3,cluster_3,365,-0.06666666666666698,0.26344315039338895,-0.029923349337641958,0.001913721468351004
gigchat3,cluster_3,375,0.004166666666666985,1.985695436416563,-0.07306608566466499,-0.010988765814081924
gigchat3,cluster_3,397,-0.06666666666666687,4.023822644045186,-0.02743767609842207,-0.04237165149745692
gigchat3,cluster_3,399,0.20625000000000004,-12.05658012645901,0.0010661973031580452,0.14048240192482897
gigchat3,cluster_3,405,0.03958333333333397,-3.9664980310249938,0.08783491608403204,0.031636657681286984
gigchat3,cluster_3,417,0.010416666666666075,-4.77179347417831,0.028258170927411008,0.050961228710844964
gigchat3,cluster_3,420,0.158333333333334,-2.657688259701242,0.07266340213405498,0.018895796007505017
gigchat3,cluster_3,427,0.04583333333333306,-0.8689073658949731,-0.006249478992779056,0.011178832434237895
gigchat3,cluster_3,440,-0.014583333333333948,-5.473509873988682,-0.022475273858063027,0.06760349417287803
gigchat3,cluster_3,441,-0.06874999999999998,0.8979388184072121,0.012447028345583977,-0.012550457605681076
gigchat3,cluster_3,456,-0.041666666666667074,7.6665409626766134,-0.09006638245792198,-0.07443191415490702
gigchat3,cluster_3,457,-0.03749999999999998,-8.894331656065713,0.12000368956797891,0.08376658772610301
gigchat3,cluster_3,459,0.21875,-1.5522662218755308,0.006744549147193024,0.01698568106401599
gigchat3,cluster_3,460,0.08958333333333302,-6.678905276436236,0.04393252825979099,0.07059847351512394
gigchat3,cluster_3,462,-0.04583333333333395,-6.187978029509708,0.07722054219440899,0.05932298664521096
gigchat3,cluster_3,464,0.016666666666666052,1.046993001436718,-0.05041150969310704,-0.0038130000679110765
gigchat3,cluster_3,470,0.0,4.520346853061298,-0.08108686850772706,-0.039222901867761006
gigchat3,cluster_3,471,0.07291666666666696,-1.0042740208222973,-0.036678394582693064,0.01782959600670897
gigchat3,cluster_3,476,0.06249999999999989,9.471523385864732,-0.026827202703606945,-0.106029905717821
gigchat3,cluster_3,479,0.03958333333333408,1.6313398876274796,-0.03203422994015892,-0.013693260365628013
gigchat3,cluster_3,495,-0.012500000000000067,1.6840131968992935,-0.02838053614026803,-0.014916731273779904
gigchat3,cluster_3,498,0.06041666666666701,7.416732920109602,-0.047054876899120024,-0.07868607125142602
gigchat3,cluster_3,505,-0.04166666666666696,-2.2053655298322283,0.020627572237595038,0.022291335808443002
gigchat3,cluster_3,520,0.17291666666666605,-17.415043442771154,0.10027933070875106,0.18646228504753792
gigchat3,cluster_3,521,0.16458333333333308,0.3962470097717734,-0.12226622984190794,0.015754823192980938
gigchat3,cluster_3,534,0.012500000000000067,1.3591153675092151,-0.010720036753006035,-0.014069673162106056
gigchat3,cluster_3,541,0.04791666666666705,-0.6364940085477926,-0.16010113413305804,0.03410928578856809
gigchat3,cluster_3,551,-0.06458333333333388,-0.7622877379604418,0.09659626189128101,-0.007206020039007943
